account_id,customer_id,product_id,account_number,opening_date,current_balance,account_status,currency,last_transaction_date
391,275,1,664865487036,2019-11-24,10893.7,Dormant,USD,2025-02-22
392,48,13,708631584524,2023-10-27,23405.48,Active,EUR,2025-10-17
393,53,13,972589835800,2025-01-25,36130.81,Active,USD,2025-06-23
394,291,13,594197260483,2022-09-24,1784.62,Active,USD,
395,93,10,969427596045,2019-07-25,369486.58,Active,USD,2025-04-12
396,165,2,171131704697,2022-12-25,30129.92,Active,USD,2024-08-01
397,223,13,451385853650,2025-01-10,2578.02,Active,USD,2025-03-24
398,11,13,804451242856,2025-10-22,28830.36,Dormant,USD,
399,49,10,433818832660,2020-05-11,1131031.03,Active,USD,2021-06-13
400,63,13,782632239717,2025-07-12,11278.32,Active,EUR,2025-09-25
401,189,1,859926217516,2024-05-19,13058.42,Dormant,EUR,2025-05-17
402,71,14,237953926156,2020-03-14,7485.27,Active,USD,2021-02-21
403,144,13,906477364957,2019-08-16,4680.79,Active,USD,
404,254,1,113797477114,2017-12-20,23460.7,Active,USD,2021-01-20
405,79,1,245660058891,2026-01-15,18245.82,Active,SGD,2026-01-18
406,158,1,607438745514,2026-03-17,37276.8,Dormant,USD,2026-03-18
407,78,14,574603293881,2016-12-07,2752.54,Active,USD,2024-11-15
408,142,14,574673851873,2025-06-08,2588.59,Active,USD,2025-08-28
409,142,2,782395572158,2025-03-20,20287.51,Active,USD,2025-06-17
410,148,10,103152000372,2021-04-02,755853.75,Active,USD,2025-10-25
411,171,10,830199135994,2024-07-10,502413.12,Active,USD,2024-07-26
412,251,2,222288749444,2026-03-20,967.8,Active,USD,2026-03-20
413,172,10,909561228231,2019-05-10,819481.18,Active,USD,2021-03-17
414,266,1,822500496335,2022-03-07,17924.0,Frozen,USD,2023-07-11
415,141,14,679288407755,2025-09-13,45525.33,Active,USD,2026-01-04
416,176,1,973740055978,2022-06-12,48410.84,Active,EUR,2026-02-03
417,148,10,425557597915,2022-08-29,63347.73,Active,USD,2024-10-01
418,180,10,832300484846,2023-02-10,842002.17,Closed,GBP,
419,113,1,372106073522,2024-06-05,31888.53,Dormant,USD,2024-08-04
420,166,2,944748432130,2025-03-07,6870.97,Active,USD,2026-01-02
421,224,10,676120942545,2025-07-04,471264.17,Active,GBP,
422,287,1,945925985779,2024-06-07,37817.24,Active,USD,2024-08-29
423,202,2,836170030864,2023-03-13,40393.3,Active,EUR,2023-08-26
424,170,1,912270411287,2025-04-12,25589.96,Active,USD,2025-08-21
425,80,13,442000684324,2020-10-02,46832.91,Active,EUR,2024-02-23
426,13,14,161807645538,2021-08-26,15066.2,Closed,USD,
427,222,2,124207282522,2022-11-06,40945.65,Active,USD,2025-10-23
428,253,13,403515458920,2021-03-17,34912.87,Active,USD,2021-07-06
429,18,14,490442842971,2024-10-25,23448.56,Closed,USD,
430,269,14,170922988897,2018-05-01,7655.0,Active,USD,
431,248,14,619530217819,2020-01-17,9100.69,Active,USD,
432,16,2,204074377551,2025-04-19,25021.75,Active,USD,2026-01-30
433,90,14,164700976076,2024-03-10,5812.24,Active,EUR,2024-09-19
434,231,10,729802819225,2024-09-06,295185.49,Active,USD,2025-01-24
435,50,2,989200991508,2025-09-10,361.29,Active,USD,2025-10-25
436,293,14,488698192233,2023-11-13,44997.81,Active,EUR,2025-07-06
437,153,1,645967341328,2023-03-12,30114.33,Active,USD,2025-12-31
438,81,13,684436717550,2021-01-28,42674.44,Active,GBP,
439,216,13,465933409470,2024-04-08,3063.66,Closed,USD,
440,37,14,914317843435,2026-03-14,4121.62,Active,USD,2026-03-18
441,117,1,164129215558,2017-12-23,39112.95,Active,USD,2025-03-02
442,219,2,581532763219,2021-07-14,30821.09,Active,GBP,2024-01-28
443,275,1,984724345120,2019-11-18,36019.36,Active,EUR,2023-03-05
444,204,14,235968282880,2024-09-26,3911.26,Active,GBP,2025-07-08
445,150,2,449041406136,2022-07-30,25221.93,Active,USD,2025-05-25
446,267,2,913058522838,2021-05-28,6225.13,Active,USD,
447,18,13,745438954998,2024-08-16,41376.22,Active,USD,
448,106,14,822346612786,2025-09-11,2707.76,Active,USD,2026-03-06
449,30,1,527578142654,2024-02-23,46630.39,Closed,USD,
450,196,14,361669427106,2025-11-16,857.65,Active,EUR,2026-01-24
451,186,13,377709277989,2021-12-07,40531.95,Dormant,USD,2022-05-22
452,226,1,140658048065,2023-12-20,24062.37,Closed,EUR,
453,226,2,942921721460,2025-06-07,13051.09,Dormant,USD,2025-09-01
454,95,14,450382962637,2024-05-02,35896.15,Active,USD,2024-10-22
455,180,10,654383551567,2025-09-30,767531.21,Active,USD,2025-10-29
456,168,13,510822118223,2025-10-22,48677.71,Active,USD,2026-01-15
457,299,10,897390998080,2018-01-20,1144392.53,Active,USD,2023-10-14
458,271,10,618003558802,2025-01-21,781463.32,Active,USD,2025-02-06
459,60,2,905070176941,2026-01-01,20555.3,Closed,USD,
460,215,2,368597015069,2025-07-28,20440.11,Dormant,USD,2025-12-12
461,76,14,318066849712,2025-04-09,43832.64,Closed,USD,
462,18,14,856017028938,2025-08-09,3743.43,Active,USD,2025-12-24
463,173,1,894543755929,2025-06-03,36963.55,Active,USD,2025-08-13
464,94,1,748573492614,2019-04-13,33727.96,Active,USD,2020-05-23
465,175,1,669358608733,2025-10-15,29033.43,Closed,EUR,
466,108,14,407172345743,2023-12-17,30812.33,Active,USD,2024-11-27
467,133,1,357373835821,2024-06-10,7136.06,Active,USD,2025-08-11
468,14,13,410110128992,2019-11-03,28601.14,Closed,USD,
469,222,14,195619099729,2024-08-21,49654.55,Dormant,USD,2025-05-21
470,172,10,793437347947,2019-06-20,1008778.05,Active,USD,2024-04-01
471,5,10,744832966629,2025-02-18,1414857.23,Active,USD,2025-06-26
472,46,2,576755103933,2021-04-22,27931.08,Active,USD,2023-06-28
473,93,10,357013814485,2021-01-16,1002627.75,Dormant,USD,2021-08-14
474,148,10,593789650443,2024-10-23,994302.45,Active,USD,2024-12-20
475,251,14,360649633475,2022-10-01,13469.4,Active,USD,2025-03-21
476,227,14,385180156992,2026-03-01,13489.03,Closed,USD,
477,57,13,761979939224,2025-04-19,47518.9,Active,USD,2026-01-18
478,186,2,276030167930,2023-11-19,19836.76,Dormant,USD,
479,11,1,535945620087,2022-11-08,2210.03,Dormant,USD,2026-01-19
480,68,13,193896504997,2024-05-07,25275.03,Active,USD,2025-08-23
481,201,10,769291074710,2022-09-04,1177588.09,Dormant,USD,2026-02-16
482,48,2,550829343937,2024-12-03,24219.14,Active,GBP,2025-07-14
483,56,10,732322526562,2022-11-14,597228.23,Frozen,USD,2022-12-08
484,107,14,373131614178,2023-01-22,20219.43,Active,EUR,2024-11-03
485,173,2,452344126292,2024-06-03,29976.63,Active,EUR,2024-09-21
486,121,13,879370658347,2025-01-18,27784.88,Active,USD,2025-05-12
487,63,2,581884024576,2023-05-05,5771.86,Dormant,GBP,
488,61,14,426399236466,2025-01-07,44023.29,Active,USD,2025-09-14
489,191,13,608833838091,2023-08-20,16575.84,Active,USD,2024-07-23
490,77,14,108491047852,2024-02-07,9464.95,Active,USD,2024-11-25
491,287,2,788676348298,2023-06-09,9712.77,Active,USD,2024-03-20
492,104,1,270049090227,2024-02-10,10900.43,Active,USD,2025-08-06
493,142,14,285582559229,2026-01-16,11668.37,Active,USD,
494,27,2,986961020333,2023-01-19,33275.63,Active,USD,2024-01-16
495,268,13,188178622824,2019-10-04,42125.34,Closed,GBP,
496,129,1,814834657319,2025-05-10,1362.25,Active,USD,2025-11-16
497,6,2,497035712806,2024-03-11,380.17,Active,USD,2025-02-26
498,130,13,162815058136,2016-10-02,41183.95,Frozen,EUR,2021-05-18
499,79,2,190759737956,2025-02-17,42305.58,Active,USD,2025-05-16
500,163,2,892794473244,2021-08-11,25865.39,Closed,GBP,
501,43,2,149149023919,2023-10-20,10014.3,Active,USD,2023-12-31
502,45,14,224932704314,2025-11-06,9206.8,Closed,USD,
503,236,1,898336488151,2025-09-23,15458.34,Closed,USD,
504,195,13,405707199523,2025-03-18,15845.49,Active,USD,2025-12-20
505,182,13,947606896154,2025-05-16,22538.69,Active,USD,2026-01-12
506,148,10,870268802882,2024-03-14,828313.59,Closed,USD,
507,60,2,252364866014,2025-07-18,16217.25,Active,USD,2025-12-05
508,244,13,810115598369,2025-01-19,9436.86,Closed,USD,
509,205,10,369870389155,2026-02-09,561075.74,Active,USD,2026-03-12
510,84,2,430378993047,2022-06-16,48265.26,Closed,GBP,
511,159,2,481399493771,2022-12-08,8350.57,Active,USD,2026-02-20
512,126,10,712826178453,2025-08-23,562638.2,Dormant,USD,2025-11-01
513,125,1,239103570754,2026-01-02,46769.59,Active,USD,2026-03-14
514,14,2,769523502925,2019-03-28,11834.36,Active,USD,2022-08-10
515,97,1,431619717792,2024-05-25,17045.37,Active,USD,2025-04-03
516,216,2,534494108201,2024-02-23,41728.2,Active,USD,
517,206,14,159147539365,2025-12-16,13006.59,Active,USD,2026-01-30
518,187,1,296647202487,2024-07-20,26632.41,Frozen,USD,
519,145,1,604614081572,2022-08-29,44469.38,Active,USD,2023-10-30
520,214,1,458401148762,2022-09-03,1877.19,Active,USD,2025-08-08
521,253,14,404481899679,2023-09-26,22955.74,Active,USD,
522,52,10,189014911214,2024-02-15,955838.12,Active,USD,2025-06-01
523,99,13,434985623812,2026-03-10,27003.97,Active,EUR,2026-03-10
524,96,10,836593604664,2023-11-07,599208.61,Active,USD,2025-11-09
525,163,1,345763713877,2023-07-16,16297.98,Active,USD,2023-11-29
526,286,10,475135116891,2023-01-07,1234297.8,Active,USD,2025-10-04
527,293,1,635287718608,2019-07-15,17330.43,Active,USD,2025-04-23
528,300,2,489228254993,2025-01-02,20828.11,Active,USD,2025-04-03
529,64,1,337922933297,2023-05-02,5620.58,Active,USD,2023-10-20
530,143,13,498446262143,2025-04-04,33245.31,Active,USD,2025-09-17
531,238,13,273729090344,2025-04-05,8963.57,Closed,USD,
532,298,14,563745861351,2023-11-01,31857.2,Active,USD,2026-03-16
533,12,14,660716816784,2024-06-26,42530.42,Dormant,USD,2025-06-16
534,106,14,368260190958,2026-02-14,22238.29,Active,USD,2026-02-21
535,36,1,137574987741,2023-12-23,20376.7,Active,USD,2026-01-09
536,31,13,537277760338,2024-09-06,36285.01,Dormant,USD,2025-08-14
537,135,1,287784535282,2026-02-21,32861.2,Active,USD,2026-02-26
538,252,2,386719048374,2026-02-02,34490.79,Active,USD,2026-02-13
539,289,13,420893341016,2024-07-13,35820.25,Active,USD,2025-01-30
540,197,13,351842976559,2024-11-28,10661.94,Active,USD,2025-01-20
