customer_id,first_name,last_name,date_of_birth,email,phone_number,address,customer_segment,onboarding_date,customer_status,customer_preferences
102,Kelly,Jimenez,,kelly.jimenez.102@hotmail.com,+1-900-961-6756,"427 Taylor Stravenue, Freemanville, OK 88977",Affluent,2021-04-07,Dormant,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
103,Larry,Miller,1999-04-22,larry.miller.103@gmail.com,220-785-0769x86407,"9171 Matthew Parkway Suite 294, Taraborough, NM 83789",Mass Market,2023-02-05,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
104,Amy,Ibarra,1975-04-28,amy.ibarra.104@gmail.com,001-273-574-8969,"24665 Cynthia Vista, Adamsport, SD 21549",SME,2022-06-30,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
105,Daniel,Navarro,1975-09-17,daniel.navarro.105@hotmail.com,001-584-471-3915x59636,"7649 Tracy Landing, West Amyfort, TX 32790",Mass Market,2025-07-19,Dormant,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
106,Marvin,Henderson,1947-01-17,marvin.henderson.106@gmail.com,001-448-915-6985x700,"63459 Daniel Gateway, Port Brooke, MT 42365",Mass Market,2025-05-27,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
107,Edward,Rubio,,edward.rubio.107@gmail.com,001-886-477-1333x447,"343 White Turnpike, North Kelly, KS 31366",Mass Market,2017-12-01,Active,
108,Anita,Carpenter,1974-06-22,anita.carpenter.108@yahoo.com,921.658.6241x502,"4948 Graham Expressway Suite 728, Brownberg, AR 30629",Student,2018-10-26,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
109,David,Brooks,1947-06-07,david.brooks.109@yahoo.com,(701)277-7490,"9230 Morris Centers Apt. 896, South Jonathanbury, WI 52787",Mass Market,2025-07-05,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
110,Gina,Moore,1983-01-11,gina.moore.110@hotmail.com,647-561-7422,,Affluent,2021-03-03,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
111,Jessica,Turner,1982-02-27,jessica.turner.111@hotmail.com,,"47276 Darren Drives, Maynardfort, AK 59419",Mass Market,2024-05-07,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
112,Keith,Lee,1956-01-01,keith.lee.112@gmail.com,001-959-472-4665,"172 James Rest Suite 167, Jimmyside, AR 02877",Mass Market,2019-08-28,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
113,Lauren,Estes,2006-06-30,lauren.estes.113@hotmail.com,+1-918-908-1213x524,,Mass Market,2023-10-10,Dormant,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
114,Edward,Andrews,2006-11-11,edward.andrews.114@hotmail.com,946.568.4550x48926,"563 Miller Plain Suite 628, Jasonhaven, OH 41428",SME,2025-12-29,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
115,Jennifer,Stone,1962-07-06,jennifer.stone.115@hotmail.com,257.812.6611,"71586 Wiggins Prairie Suite 677, Colonberg, NY 17163",SME,2018-09-10,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
116,Monica,Butler,1978-09-09,monica.butler.116@yahoo.com,(879)822-8777x2519,"8074 Michelle Station Apt. 948, Lake Anitaborough, RI 71520",Mass Market,2021-12-12,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
117,Douglas,Scott,1961-01-29,douglas.scott.117@yahoo.com,,"33993 Romero Parkways, Averyview, AR 42225",Mass Market,2017-02-10,Prospect,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
118,Aaron,Mahoney,1980-11-15,aaron.mahoney.118@hotmail.com,(853)398-4028x9141,,Mass Market,2021-01-14,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
119,Julia,Chang,1988-06-11,julia.chang.119@gmail.com,,"49872 Donna Port Apt. 192, East Jordanshire, PR 30380",Mass Market,2023-01-09,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
120,Jeremiah,Norris,2002-07-29,jeremiah.norris.120@gmail.com,(754)611-0760,"50583 Kimberly River Suite 179, North Territon, MS 41563",Mass Market,2025-10-17,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
121,Jennifer,Watkins,2001-09-18,jennifer.watkins.121@gmail.com,+1-484-656-7972x3200,"9822 Parker Junctions Suite 508, North John, GU 73829",Student,2024-08-16,Churned,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
122,Jack,Fritz,1945-03-26,jack.fritz.122@gmail.com,+1-212-547-3950,"42583 James Fall, Reneetown, MP 89296",Mass Market,2019-11-05,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
123,Kristen,Gibbs,1951-08-09,kristen.gibbs.123@yahoo.com,001-885-278-7255x87774,"3634 Oneal Ports, Port Neil, OH 11610",Student,2022-05-14,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
124,John,Mcgee,1997-09-16,john.mcgee.124@gmail.com,001-292-984-0445x669,"3337 Zachary Turnpike, Sharpmouth, MA 11756",SME,2023-11-26,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
125,Thomas,Murphy,1983-09-02,thomas.murphy.125@yahoo.com,421-582-0970,"3348 Shawn Land Apt. 256, Mooreville, DC 70814",Mass Market,2025-11-01,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
126,Gregory,Wright,,gregory.wright.126@yahoo.com,(929)816-0324x8413,"Unit 8151 Box 1856, DPO AA 22106",Affluent,2025-03-20,Prospect,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
127,Chris,Gallagher,1950-08-28,,,"63353 Christopher Manor, North Matthewborough, TX 88181",Affluent,2022-12-28,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
128,Nicole,Jenkins,1974-03-10,nicole.jenkins.128@gmail.com,001-789-924-1956x252,"976 Wesley Squares, East Andrewville, ME 31485",Affluent,2023-11-22,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
129,Grace,Ball,1966-02-27,grace.ball.129@yahoo.com,(570)417-1302,"81674 Jennifer Gardens, Thompsonbury, ME 37902",Mass Market,2022-04-19,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
130,James,Hendricks,1998-10-23,james.hendricks.130@hotmail.com,001-257-366-6567x4916,"64587 Horton Run, Housebury, IA 63117",Mass Market,2016-04-04,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
131,Maxwell,Thomas,2003-06-17,maxwell.thomas.131@yahoo.com,001-840-427-0116x864,"237 Wayne Creek, Bradleyborough, HI 26838",Affluent,2023-09-15,Prospect,
132,Ruben,Wood,2008-03-07,ruben.wood.132@gmail.com,(266)390-5510x762,"357 Robertson Shore Apt. 050, Morganmouth, TX 58737",Affluent,2025-02-12,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
133,Elizabeth,Lynn,1985-06-21,,+1-571-553-9915x6686,"11593 Ashley Crossroad Suite 690, Bryanside, ID 51376",SME,2022-12-03,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
134,Sarah,Walker,2002-12-29,sarah.walker.134@gmail.com,364.620.8656x7566,"861 Marcus Turnpike, Port Sarahport, NH 86305",SME,2023-07-29,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
135,Julie,Parsons,1985-10-30,,001-276-947-5011x11783,"267 Evans Crossroad, West Bryanside, HI 53628",Mass Market,2026-02-16,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
136,Sophia,Stone,1985-01-15,sophia.stone.136@yahoo.com,(597)358-5988,"03243 Carrie Forge, Joshuachester, CA 72570",Mass Market,2024-01-17,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
137,Nicholas,Novak,1947-05-11,nicholas.novak.137@gmail.com,(684)697-1859,"56258 Woods Crossroad, Alberthaven, VT 20881",Mass Market,2020-01-02,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
138,Lindsey,Smith,1986-04-04,lindsey.smith.138@hotmail.com,(577)288-1609,"89097 Emily Track Apt. 215, New Michael, AR 55908",Mass Market,2025-09-13,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
139,Allison,Roach,2002-04-23,allison.roach.139@gmail.com,(443)676-5456,"722 Burgess Avenue Suite 313, Billyfurt, MT 98008",Mass Market,2020-04-28,Churned,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
140,Katie,Lin,,katie.lin.140@yahoo.com,,"3260 Christopher Center, Russellport, UT 83510",Affluent,2026-02-28,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
141,Lisa,Paul,1981-05-04,,+1-543-996-1129x1093,"PSC 1895, Box 4738, APO AP 20643",SME,2022-02-08,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
142,Adam,Armstrong,1940-10-27,adam.armstrong.142@hotmail.com,288.544.3448x123,"2403 Amanda Alley, Cynthiastad, MD 11412",Mass Market,2022-02-19,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
143,Scott,Nguyen,1983-01-17,scott.nguyen.143@yahoo.com,(473)965-2717,"97240 Martin Fall, Mcdanielborough, CA 19312",Mass Market,2018-04-03,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
144,Matthew,Zimmerman,1972-11-20,matthew.zimmerman.144@hotmail.com,224.257.2308x481,"86203 Jeremy Lights Apt. 543, Mcdanielville, NM 22725",Mass Market,2018-03-29,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
145,Becky,Moyer,1946-05-15,becky.moyer.145@gmail.com,(765)457-6769,"6878 Patel View, South Christopher, VT 55792",Mass Market,2019-01-01,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
146,Nathan,Miles,1945-03-27,nathan.miles.146@hotmail.com,(802)452-1310,"284 Jenkins Junction Suite 041, North Nicole, AZ 79691",Affluent,2022-11-05,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
147,Joseph,Garcia,1993-03-05,joseph.garcia.147@yahoo.com,2346281139,"034 Tiffany Port, New Valeriefort, AZ 06798",Mass Market,2019-11-04,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
148,Denise,Conrad,1993-08-15,denise.conrad.148@yahoo.com,959-360-6339x9129,"8171 Edwards Hill, North Joshua, MN 46817",Affluent,2019-08-19,Prospect,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
149,Charles,Price,1946-07-30,charles.price.149@yahoo.com,387.711.2166x365,"71470 Stacy Drive Apt. 590, Brownstad, WY 56876",Student,2020-11-02,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
150,Ashley,Morrow,2000-12-29,ashley.morrow.150@gmail.com,499-925-5027,"648 Vanessa Village, Lake Shannon, OR 13273",Student,2021-10-28,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
151,Justin,Keller,,justin.keller.151@hotmail.com,,"463 Kimberly Plaza, Wilsonfort, DE 46456",Mass Market,2023-01-08,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
152,Laurie,Gordon,1993-07-20,laurie.gordon.152@hotmail.com,282-353-1106x092,"275 John Forges, Jamesbury, VA 50060",Affluent,2022-07-13,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
153,Rebecca,Keller,1998-05-06,rebecca.keller.153@gmail.com,257-499-8028x41390,"30523 Jessica Crossroad Suite 473, West Jeanport, NH 98175",Mass Market,2022-07-12,Prospect,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
154,Michael,Jones,1965-07-06,michael.jones.154@yahoo.com,505-305-3795,"318 Moran Valley, New Patriciachester, TX 99617",Mass Market,2022-10-14,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
155,Phillip,Horton,1997-12-05,phillip.horton.155@gmail.com,,"004 Daniel Hollow Apt. 459, Nelsonburgh, DC 76975",SME,2020-10-05,Dormant,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
156,Lisa,Gill,1961-07-11,lisa.gill.156@yahoo.com,001-572-881-2356x798,"2491 Steven Coves Apt. 307, West Anthony, TN 70085",Mass Market,2021-05-10,Active,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
157,Nicole,Lyons,1966-12-08,nicole.lyons.157@gmail.com,001-947-632-3549x4012,"51225 Thomas Bridge, Pattersontown, HI 35082",Mass Market,2020-04-05,Active,
158,Kim,Vincent,1980-09-23,kim.vincent.158@gmail.com,880-726-3257x039,"61487 Joseph Springs, Pamelafurt, OR 55196",Mass Market,2025-03-28,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
159,Justin,Trevino,1992-07-02,justin.trevino.159@gmail.com,242-936-9143,"USNS Cain, FPO AP 51126",Mass Market,2022-11-14,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
160,Ronald,Fisher,1942-02-06,ronald.fisher.160@hotmail.com,7614294398,"62607 Combs Corner Apt. 415, Port Kellyfort, UT 43926",Mass Market,2020-04-26,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
161,Lori,Skinner,1996-02-04,lori.skinner.161@hotmail.com,591.962.0223x288,"197 Contreras Lock Suite 176, Hernandezport, NH 16246",Student,2021-09-07,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
162,Donna,Green,1980-04-05,donna.green.162@hotmail.com,(999)761-0023x117,"26610 Wilson Vista, South Kathryntown, HI 42595",Affluent,2023-03-12,Dormant,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
163,Carlos,Patterson,1945-01-14,carlos.patterson.163@gmail.com,(784)211-7309,"6512 Jones Ports Apt. 898, Reginaldton, ND 91926",Mass Market,2019-12-23,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
164,William,Santos,1960-11-07,william.santos.164@gmail.com,9002389608,"266 Darrell Crest Suite 535, Hullbury, IN 12558",SME,2020-07-13,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
165,Priscilla,Trevino,1960-10-20,,,"348 David Stream, North Tiffany, UT 58209",Mass Market,2020-08-26,Prospect,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
166,Jay,Johnson,1982-06-25,jay.johnson.166@yahoo.com,001-401-886-4876x9984,,Mass Market,2023-06-23,Active,
167,Monica,Douglas,1984-09-24,monica.douglas.167@gmail.com,+1-287-595-0830x44058,"718 Joel Islands, Mariachester, CA 84634",Affluent,2018-07-17,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
168,Kathryn,Banks,2005-05-28,kathryn.banks.168@gmail.com,001-989-986-8180,"435 Lauren Lake, South Leslie, DE 91343",Mass Market,2025-10-08,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
169,Julia,Martinez,1969-07-22,julia.martinez.169@hotmail.com,(812)588-6652,"5999 Virginia Cape, Lake Samanthamouth, PW 54093",Mass Market,2016-07-22,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
170,Phyllis,Riley,1969-03-26,phyllis.riley.170@yahoo.com,(752)620-3684x9951,,Student,2024-08-28,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
171,Patricia,Johnson,1988-03-01,patricia.johnson.171@hotmail.com,938-400-3296x33472,"31830 Jones Point Apt. 206, Christinashire, IA 84087",Affluent,2017-03-21,Dormant,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
172,Pamela,Patton,,pamela.patton.172@yahoo.com,+1-656-967-6640x47350,"319 Anderson Plains, Lake Andrewfurt, CO 92871",Affluent,2016-10-28,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
173,Arthur,Brady,1965-11-29,arthur.brady.173@yahoo.com,(441)311-8600,"94568 Kevin Mount Apt. 149, Bennettchester, CO 29632",SME,2024-05-06,Active,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
174,Johnathan,Collins,1950-06-17,johnathan.collins.174@yahoo.com,001-599-760-4387x875,"811 Lyons Lane Apt. 028, East Jamesville, AZ 56099",Mass Market,2019-08-06,Active,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
175,Alejandro,Butler,1944-10-11,alejandro.butler.175@gmail.com,333-718-7510x9792,"0344 Silva Inlet, Claudiafurt, KS 74047",Mass Market,2017-09-20,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
176,Vincent,Wilson,1965-11-16,vincent.wilson.176@yahoo.com,001-475-848-5819x324,"418 Pearson Fall Apt. 575, Lewisside, FM 25533",Mass Market,2021-10-26,Prospect,"{""preferred_channel"": ""Branch"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
177,David,Barnes,1944-01-12,david.barnes.177@hotmail.com,001-705-218-4390x552,"USCGC Butler, FPO AP 88272",Mass Market,2024-09-03,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
178,Natalie,Harding,1986-07-09,natalie.harding.178@gmail.com,001-524-606-4242x9563,"4741 Kelly Lakes, Kelseyhaven, NV 83210",Affluent,2019-04-18,Dormant,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
179,Matthew,Wong,2002-04-24,matthew.wong.179@yahoo.com,(878)820-7979,"5957 Evans Wells, Port Sarah, NY 14637",Student,2017-03-21,Active,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
180,Christopher,Sanchez,1997-09-21,christopher.sanchez.180@yahoo.com,9728517863,"62526 Villanueva Viaduct, Carlsonside, CA 45965",Affluent,2023-01-24,Churned,"{""preferred_channel"": ""Email"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
181,Michael,Oconnor,1967-09-21,michael.oconnor.181@gmail.com,(852)898-6707,"4197 Norman Station Suite 851, South Amanda, MS 88937",Mass Market,2022-10-10,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
182,Amanda,Martinez,1973-10-09,amanda.martinez.182@yahoo.com,,"4660 Stephanie Glens, Port Ritaville, WY 25620",Mass Market,2017-08-30,Prospect,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
183,Margaret,Matthews,1962-07-29,margaret.matthews.183@yahoo.com,480.855.5572x7738,"917 Miller Summit, Kevinmouth, NV 88909",Mass Market,2022-07-25,Active,"{""preferred_channel"": ""Phone"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
184,Daniel,Dyer,1992-01-07,daniel.dyer.184@yahoo.com,288.763.6774x72264,"169 Mccann Loop, Lake Anthony, IN 18663",Mass Market,2025-10-26,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
185,Danielle,Lara,,danielle.lara.185@gmail.com,371.800.6876,"USS Baldwin, FPO AP 85316",Affluent,2024-08-05,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
186,Kristin,Lyons,1980-08-21,kristin.lyons.186@gmail.com,(684)403-5954,"7422 Catherine Walks Suite 430, New Kevin, OR 02082",Mass Market,2021-11-24,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""high""}"
187,Alexander,Francis,1993-10-12,alexander.francis.187@gmail.com,001-335-206-1581x4888,"42337 Billy Rest, Andrealand, WA 25406",Mass Market,2024-05-28,Active,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
188,Victoria,King,1958-08-18,victoria.king.188@hotmail.com,(558)778-4448,"712 Smith Pass Suite 722, Port Ryanport, CT 58591",SME,2020-04-15,Active,"{""preferred_channel"": ""Phone"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
189,Matthew,Gomez,1970-10-19,matthew.gomez.189@yahoo.com,001-966-606-0652,"44505 Gibbs Islands, Port Jason, NY 58186",Mass Market,2023-09-02,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
190,Christopher,Sanchez,,christopher.sanchez.190@yahoo.com,+1-584-402-1557,"5534 Munoz Brooks, North Dawn, NE 52445",Mass Market,2021-12-11,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""medium""}"
191,Shannon,Gilmore,1984-06-13,shannon.gilmore.191@gmail.com,(695)278-6069,"03562 Foley Prairie Suite 873, Patriciashire, FL 25253",Mass Market,2023-08-10,Dormant,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
192,Christopher,Thompson,1989-06-26,christopher.thompson.192@gmail.com,(531)379-5563,"4817 Adrian Unions Suite 615, Sonyaland, NE 85960",SME,2025-05-08,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""zh"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
193,Hunter,Koch,1951-04-05,hunter.koch.193@yahoo.com,746.254.9500,"260 Farmer Stravenue, East Craig, MI 29690",Mass Market,2017-04-23,Dormant,"{""preferred_channel"": ""Branch"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
194,Donna,Murphy,1985-08-31,,294.425.6529x06032,"65097 Mathews Field, Hayesborough, NH 81937",Affluent,2025-12-15,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
195,Tammy,Bonilla,,tammy.bonilla.195@hotmail.com,223.703.5892,"2129 Megan Terrace, New Sheri, RI 56077",Mass Market,2018-01-16,Active,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
196,David,Singh,1950-07-18,david.singh.196@yahoo.com,,"89721 Hutchinson Canyon Suite 417, Richardsfort, WV 38656",Mass Market,2025-08-29,Active,"{""preferred_channel"": ""Email"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
197,Laura,Finley,,laura.finley.197@gmail.com,(899)866-0577x980,"92051 Knapp Unions, Lake Stephenview, MI 90024",Mass Market,2021-12-21,Prospect,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": false, ""risk_appetite"": ""medium""}"
198,Linda,Huang,2005-06-14,linda.huang.198@yahoo.com,4138948848,"11964 Jennifer Place, Randyfurt, CT 97007",SME,2023-10-07,Active,
199,Pamela,Werner,1988-04-11,pamela.werner.199@yahoo.com,465-353-5851x253,"Unit 8785 Box 1935, DPO AP 92532",Affluent,2023-09-08,Dormant,"{""preferred_channel"": ""Mobile App"", ""language"": ""en"", ""marketing_opt_in"": false, ""risk_appetite"": ""low""}"
200,Amanda,Leonard,1978-12-20,,(828)495-0905x91191,"220 Chandler Isle, North Sophiashire, UT 90331",Student,2019-07-10,Active,"{""preferred_channel"": ""Phone"", ""language"": ""es"", ""marketing_opt_in"": true, ""risk_appetite"": ""high""}"
201,Kevin,Marsh,1965-09-15,,(439)772-8351,"282 Johnson Camp Apt. 441, Feliciashire, NC 22440",Affluent,2021-11-24,Active,"{""preferred_channel"": ""Email"", ""language"": ""en"", ""marketing_opt_in"": true, ""risk_appetite"": ""low""}"
